school_code,county,pub-priv,district,city,school_name,enrollment,up-to-date-percentage,conditional-percentage,medical-exemption-percentage,belief-exemption-percentage,religious-belief_exemption_percentage
6094668,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAGUNA HILLS,LOMARENA ELEMENTARY,150,57,39,0,3,0
6114888,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,RANCHO SANTA MARGARITA,MELINDA HEIGHTS ELEMENTARY,123,87,6,1,7,2
6089494,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,MISSION VIEJO,MONTEVIDEO ELEMENTARY,47,98,2,0,0,0
6030175,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAKE FOREST,OLIVEWOOD ELEMENTARY,120,79,20,0,1,0
6110936,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,TRABUCO CANYON,PORTOLA HILLS ELEMENTARY,101,83,15,1,1,1
6030183,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAKE FOREST,RALPH A. GATES ELEMENTARY,132,95,1,0,2,0
6096044,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAKE FOREST,RANCHO CANADA ELEMENTARY,101,94,2,1,3,0
6112452,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,TRABUCO CANYON,ROBINSON ELEMENTARY,82,93,0,0,7,0
6094676,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAGUNA HILLS,SAN JOAQUIN ELEMENTARY,39,77,21,0,3,0
6085351,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAKE FOREST,SANTIAGO ELEMENTARY,50,96,4,0,0,0
6030530,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,TRABUCO CANYON,TRABUCO ELEMENTARY,10,60,20,0,20,10
6106926,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,RANCHO SANTA MARGARITA,TRABUCO MESA ELEMENTARY,88,72,26,0,2,1
6066872,ORANGE,PUBLIC,SADDLEBACK VALLEY UNIFIED,LAGUNA HILLS,VALENCIA ELEMENTARY,81,99,0,0,1,1
6030308,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ABRAHAM LINCOLN ELEMENTARY,166,100,0,0,0,0
6030209,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ADAMS ELEMENTARY,93,99,1,0,0,0
6030217,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ANDREW JACKSON ELEMENTARY,174,94,6,0,0,0
6030225,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,CARL HARVEY ELEMENTARY,56,100,0,0,0,0
6030233,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,DIAMOND ELEMENTARY,104,100,0,0,0,0
101626,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,EDWARD B. COLE ACADEMY,63,100,0,0,0,0
6119127,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,121,75,22,1,2,0
6095152,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,FRANKLIN ELEMENTARY,62,100,0,0,0,0
6102875,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,FREDERICK REMINGTON ELEMENTARY,64,100,0,0,0,0
6030266,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,FREMONT ELEMENTARY,123,98,1,0,0,0
6108484,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,GARFIELD ELEMENTARY,172,99,1,0,0,0
6110175,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,GEORGE WASHINGTON CARVER ELEMENTARY,156,99,0,0,0,0
6099816,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,GREENVILLE FUNDAMENTAL ELEMENTARY,173,98,2,0,0,0
116582,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,HEROES ELEMENTARY,100,97,2,0,1,0
6030274,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,HOOVER ELEMENTARY,62,98,2,0,0,0
6030282,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,JEFFERSON ELEMENTARY,152,96,2,0,2,0
6116917,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,JIM THORPE FUNDAMENTAL,180,96,3,0,1,0
6107692,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,JOHN F. KENNEDY ELEMENTARY,138,99,0,0,0,0
6098552,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,JOHN MUIR FUNDAMENTAL ELEMENTARY,171,98,1,0,2,0
6106165,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,JOSE SEPULVEDA ELEMENTARY,81,99,1,0,0,0
6030316,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,LOWELL ELEMENTARY,121,95,5,0,0,0
6030324,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MADISON ELEMENTARY,190,98,1,0,0,0
108373,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MANUEL ESQUEDA ELEMENTARY,137,95,5,0,0,0
6030332,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MARTIN ELEMENTARY,138,99,1,0,0,0
6113377,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MARTIN LUTHER KING JR. ELEMENTARY,147,99,0,1,0,0
6110183,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MARTIN R. HENINGER ELEMENTARY,153,94,6,0,0,0
6030357,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MONROE ELEMENTARY,56,100,0,0,0,0
6030365,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,MONTE VISTA ELEMENTARY,121,100,0,0,0,0
109066,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,113,98,0,0,2,0
6109904,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,PIO PICO ELEMENTARY,113,94,6,0,0,0
6030407,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,SANTIAGO ELEMENTARY,140,97,0,0,3,0
6071195,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,TAFT ELEMENTARY,90,86,11,0,3,0
6030399,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,THEODORE ROOSEVELT ELEMENTARY,135,94,6,0,0,0
6030241,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,THOMAS A. EDISON ELEMENTARY,117,100,0,0,0,0
6111298,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,WALKER ELEMENTARY,97,98,2,0,0,0
6114631,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,WALLACE R. DAVIS ELEMENTARY,118,97,1,1,1,0
6030431,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,WASHINGTON ELEMENTARY,136,96,4,0,0,0
6030449,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,WILSON ELEMENTARY,125,100,0,0,0,0
6030456,ORANGE,PUBLIC,SAVANNA ELEMENTARY,ANAHEIM,CERRITOS ELEMENTARY,78,90,10,0,0,0
6030464,ORANGE,PUBLIC,SAVANNA ELEMENTARY,ANAHEIM,HANSEN ELEMENTARY,132,94,6,0,0,0
6030472,ORANGE,PUBLIC,SAVANNA ELEMENTARY,BUENA PARK,HOLDER ELEMENTARY,111,76,24,0,0,0
6030506,ORANGE,PUBLIC,SAVANNA ELEMENTARY,ANAHEIM,TWILA REID ELEMENTARY,103,89,11,0,0,0
6030548,ORANGE,PUBLIC,TUSTIN UNIFIED,SANTA ANA,ARROYO ELEMENTARY,100,93,0,0,7,0
6030688,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,BARBARA BENSON ELEMENTARY,80,95,0,1,4,0
6030555,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,BENJAMIN F. BESWICK ELEMENTARY,94,99,0,0,1,0
6030563,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,C. C. LAMBERT ELEMENTARY,69,100,0,0,0,0
6030605,ORANGE,PUBLIC,TUSTIN UNIFIED,SANTA ANA,GUIN FOSS ELEMENTARY,51,92,8,0,0,0
6030613,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,HELEN ESTOCK ELEMENTARY,58,98,2,0,0,0
102889,ORANGE,PUBLIC,TUSTIN UNIFIED,IRVINE,HICKS CANYON ELEMENTARY,165,97,1,0,2,2
6085369,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,JEANE THORMAN ELEMENTARY,96,86,14,0,0,0
6118764,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,LADERA ELEMENTARY,53,96,4,0,0,0
6030639,ORANGE,PUBLIC,TUSTIN UNIFIED,SANTA ANA,LOMA VISTA ELEMENTARY,74,76,19,1,4,0
6030670,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,MARJORIE VEEH ELEMENTARY,49,84,16,0,0,0
6118772,ORANGE,PUBLIC,TUSTIN UNIFIED,IRVINE,MYFORD ELEMENTARY,96,95,3,0,2,2
6114482,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,PETERS CANYON ELEMENTARY,137,82,14,0,0,0
6030662,ORANGE,PUBLIC,TUSTIN UNIFIED,SANTA ANA,RED HILL ELEMENTARY,122,80,5,0,8,0
6066898,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,ROBERT HEIDEMAN ELEMENTARY,133,99,1,0,1,1
6030696,ORANGE,PUBLIC,TUSTIN UNIFIED,SANTA ANA,TUSTIN MEMORIAL ELEMENTARY,88,98,0,0,2,0
6113054,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,TUSTIN RANCH ELEMENTARY,95,99,0,0,1,0
6030704,ORANGE,PUBLIC,TUSTIN UNIFIED,TUSTIN,W. R. NELSON ELEMENTARY,145,95,2,0,3,0
119925,ORANGE,PUBLIC,WESTMINSTER,HUNTINGTON BEACH,ADA CLEGG ELEMENTARY,94,95,3,0,2,0
6030795,ORANGE,PUBLIC,WESTMINSTER,GARDEN GROVE,ANDERSON ELEMENTARY,84,100,0,0,0,0
6030738,ORANGE,PUBLIC,WESTMINSTER,MIDWAY CITY,DEMILLE ELEMENTARY,110,100,0,0,0,0
6030761,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,EASTWOOD ELEMENTARY,103,93,4,0,3,0
6030753,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,FINLEY ELEMENTARY,71,99,1,0,0,0
6030787,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,FRYBERGER ELEMENTARY,95,98,1,0,1,0
6030829,ORANGE,PUBLIC,WESTMINSTER,MIDWAY CITY,JESSIE HAYDEN ELEMENTARY,130,98,2,0,0,0
6030811,ORANGE,PUBLIC,WESTMINSTER,GARDEN GROVE,MEAIRS ELEMENTARY,104,97,3,0,0,0
6030860,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,SCHMITT ELEMENTARY,93,99,0,0,1,0
6030720,ORANGE,PUBLIC,WESTMINSTER,HUNTINGTON BEACH,SCHROEDER ELEMENTARY,107,95,3,0,2,0
6030886,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,SEQUOIA ELEMENTARY,57,93,5,0,2,0
6030837,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,WEBBER ELEMENTARY,56,91,9,0,0,0
6030852,ORANGE,PUBLIC,WESTMINSTER,WESTMINSTER,WILLMORE ELEMENTARY,61,100,0,0,0,0
6998942,ORANGE,PRIVATE,,LAKE FOREST,ABIDING SAVIOR LUTHERAN SCHOOL,37,59,38,0,3,0
6146278,ORANGE,PRIVATE,,ANAHEIM,AL-ANSAR ACADEMY,11,27,73,0,0,0
7099377,ORANGE,PRIVATE,,ALISO VIEJO,ALISO VIEJO CHRISTIAN,40,78,5,0,18,0
6148670,ORANGE,PRIVATE,,ANAHEIM HILLS,AMERIMONT ACADEMY,11,45,55,0,0,0
7099419,ORANGE,PRIVATE,,ANAHEIM HILLS,ANAHEIM HILLS MONTESSORI,18,94,0,6,0,0
7096894,ORANGE,PRIVATE,,LAGUNA BEACH,ANNELIESE SCHOOLS,12,83,0,17,0,0
7053655,ORANGE,PRIVATE,,LAGUNA BEACH,ANNELIESE'S SCHOOL,61,85,0,0,15,0
7053630,ORANGE,PRIVATE,,LAGUNA BEACH,"ANNELIESE'S SCHOOLS, INC.",14,71,21,0,7,7
7101678,ORANGE,PRIVATE,,MISSION VIEJO,APPLETREE MONTESSORI,10,90,0,0,10,0
6139372,ORANGE,PRIVATE,,FULLERTON,ARBORLAND MONTESSORI-HUGHES CAMPUS,17,100,0,0,0,0
7015688,ORANGE,PRIVATE,,SANTA ANA,ARI GUIRAGOS MINASSIAN ARMENIAN,15,100,0,0,0,0
6911606,ORANGE,PRIVATE,,WESTMINSTER,BETHANY CHRISTIAN ACADEMY,22,95,5,0,0,0
6936991,ORANGE,PRIVATE,,SANTA ANA,BETHEL BAPTIST,20,100,0,0,0,0
6965016,ORANGE,PRIVATE,,WESTMINSTER,BLESSED SACRAMENT CATHOLIC,24,100,0,0,0,0
7086101,ORANGE,PRIVATE,,DANA POINT,BRODERICK MONTESSORI,11,82,0,9,9,0
7083066,ORANGE,PRIVATE,,ANAHEIM,CALVARY CHAPEL ANAHEIM,10,100,0,0,0,0
6900674,ORANGE,PRIVATE,,CYPRESS,CALVARY CHAPEL CHRISTIAN SCHOOL OF CYPRESS,24,54,46,0,0,0
6991798,ORANGE,PRIVATE,,SANTA ANA,CALVARY CHAPEL HIGH MARANATHA CHRISTIAN,63,83,11,0,6,0
7096985,ORANGE,PRIVATE,,YORBA LINDA,CALVARY CHAPEL OF YORBA LINDA,26,96,0,0,4,0
6202659,ORANGE,PRIVATE,,SANTA ANA,CALVARY CHAPEL PRIVATE SCHOOL PROGRAM,10,40,0,0,60,20
6997431,ORANGE,PRIVATE,,SANTA ANA,CALVARY CHRISTIAN,66,91,2,0,8,0
6937056,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,CAPISTRANO VALLEY CHRISTIAN SCHOOLS,23,65,17,0,17,0
7091648,ORANGE,PRIVATE,,MISSION VIEJO,CARDEN ACADEMY OF BASIC EDUCATION,16,88,13,0,0,0
6973259,ORANGE,PRIVATE,,NEWPORT BEACH,"CARDEN HALL, INC",31,68,26,0,6,0
6965198,ORANGE,PRIVATE,,GARDEN GROVE,CHRIST CATHEDRAL ACADEMY,28,100,0,0,0,0
6203079,ORANGE,PRIVATE,,BREA,CHRIST LUTHERAN,18,100,0,0,0,0
6965024,ORANGE,PRIVATE,,COSTA MESA,CHRIST LUTHERAN ELEMENTARY,20,70,25,0,5,0
6910137,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,COMMUNITY CHRISTIAN SCHOOLS DBA MISSION HILLS CHRISTIAN SCHOOL,14,79,14,0,7,0
7005705,ORANGE,PRIVATE,,ORANGE,COVENANT CHRISTIAN SCHOOL,11,91,0,0,9,9
6988224,ORANGE,PRIVATE,,CYPRESS,CYPRESS MONTESSORI,21,100,0,0,0,0
7098874,ORANGE,PRIVATE,,YORBA LINDA,DISCOVERY DEPOT CHILD CARE CENTER,24,100,0,0,0,0
6999007,ORANGE,PRIVATE,,FULLERTON,EASTSIDE CHRISTIAN,18,100,0,0,0,0
7098411,ORANGE,PRIVATE,,TUSTIN,EDGEWOOD PREPRIMARY ACADEMY,10,100,0,0,0,0
6997738,ORANGE,PRIVATE,,ANAHEIM HILLS,FAIRMONT PRIVATE SCHOOL ANAHEIM HILLS CA,48,79,15,0,6,0
6973374,ORANGE,PRIVATE,,ANAHEIM,FAIRMONT PRIVATE SCHOOLS - HISTORIC ANAHEIM CAMPUS,45,100,0,0,0,0
6973341,ORANGE,PRIVATE,,NORTH TUSTIN,"FAIRMONT PRIVATE SCHOOLS, NORTH TUSTIN CAMPUS",47,72,0,0,28,0
6999015,ORANGE,PRIVATE,,ORANGE,FAR HORIZONS MONTESSORI SCHOOL,22,100,0,0,0,0
6138358,ORANGE,PRIVATE,,SANTA ANA,"FOOTHILL MONTESSORI SCHOOL, LLC",22,73,27,0,0,0
6203954,ORANGE,PRIVATE,,FOUNTAIN VALLEY,FOUNTAIN VALLEY MONTESSORI CENTER,24,92,4,0,4,0
6901763,ORANGE,PRIVATE,,YORBA LINDA,FRIENDS CHRISTIAN SCHOOL,79,77,18,0,5,0
6201776,ORANGE,PRIVATE,,LAKE FOREST,FULBRIGHT MONTESSORI ACADEMY,13,100,0,0,0,0
6136774,ORANGE,PRIVATE,,FULLERTON,GRACE CHRISTIAN ACADEMY,10,20,0,0,80,0
6206213,ORANGE,PRIVATE,,LAKE FOREST,GRACE CHRISTIAN SCHOOL,45,78,0,0,22,0
6977334,ORANGE,PRIVATE,,CYPRESS,GRACE CHRISTIAN SCHOOL OF CYPRESS,46,96,2,0,2,0
6929673,ORANGE,PRIVATE,,TUSTIN,GRACE HARBOR SCHOOL,12,100,0,0,0,0
6921076,ORANGE,PRIVATE,,HUNTINGTON BEACH,GRACE LUTHERAN SCHOOL,11,91,0,0,9,9
6973465,ORANGE,PRIVATE,,CORONA DEL MAR,HARBOR DAY SCHOOL,44,91,0,0,9,0
7099658,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,HEART CHRISTIAN PREPARATORY ACADEMY,32,59,0,0,41,13
6937163,ORANGE,PRIVATE,,HUNTINGTON BEACH,HEBREW ACADEMY,25,68,20,0,12,0
6915474,ORANGE,PRIVATE,,BREA,HEIGHTS CHRISTIAN SCHOOL BREA FRIENDS,75,95,0,0,5,0
6929731,ORANGE,PRIVATE,,ANAHEIM,HEPHATHA LUTHERAN SCHOOL,16,100,0,0,0,0
6136642,ORANGE,PRIVATE,,LAKE FOREST,HERITAGE CHRISTIAN SCHOOL,15,87,0,0,13,7
7084965,ORANGE,PRIVATE,,HUNTINGTON BEACH,HERITAGE MONTESSORI SCHOOL,15,73,20,0,7,7
6988257,ORANGE,PRIVATE,,YORBA LINDA,HERITAGE OAK PRIVATE EDUCATION,82,95,0,0,5,0
6965032,ORANGE,PRIVATE,,ORANGE,HOLY FAMILY ELEMENTARY,60,95,2,0,3,0
6915532,ORANGE,PRIVATE,,HUNTINGTON BEACH,HUNTINGTON CHRISTIAN,60,88,0,0,12,0
6999999,ORANGE,PRIVATE,,ANAHEIM,INDEPENDENCE CHRISTIAN SCHOOL,14,93,0,7,0,0
6987424,ORANGE,PRIVATE,,ORANGE,INTERNATIONAL CHRISTIAN MONTESSORI ACADEMY OF ORANGE,10,100,0,0,0,0
7096597,ORANGE,PRIVATE,,COSTA MESA,INTERNATIONAL CHRISTIAN MONTESSORI SCHOOL OF NEWPORT,19,95,5,0,0,0
6983407,ORANGE,PRIVATE,,FULLERTON,IVY CREST MONTESSORI PRIVATE SCHOOL,32,97,3,0,0,0
7085822,ORANGE,PRIVATE,,IRVINE,JENNY HART EARLY EDUCATION CENTER,18,94,0,0,6,0
6140255,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,KINGDOM LIFE ACADEMY,10,70,20,0,10,0
6965057,ORANGE,PRIVATE,,ORANGE,LA PURISIMA CATHOLIC SCHOOL,15,100,0,0,0,0
7087729,ORANGE,PRIVATE,,LAGUNA NIGUEL,LAGUNA NIGUEL MONTESSORI CENTER,52,96,0,0,4,0
6911564,ORANGE,PRIVATE,,LAKE FOREST,LAKE FOREST MONTESSORI SCHOOL,15,100,0,0,0,0
7081284,ORANGE,PRIVATE,,HUNTINGTON BEACH,LEPORT SCHOOLS - HUNTINGTON HARBOR,15,73,20,0,7,0
6139729,ORANGE,PRIVATE,,IRVINE,LEPORT SCHOOLS OF IRVINE,30,77,20,0,3,3
6973572,ORANGE,PRIVATE,,HUNTINGTON BEACH,LIBERTY CHRISTIAN SCHOOL,14,93,0,0,7,0
7053598,ORANGE,PRIVATE,,ORANGE,LYCEE INTERNATIONAL DE LOS ANGELES - OC,17,82,6,0,12,0
6146542,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,MARBELLA MONTESSORI,17,71,0,0,29,0
7098833,ORANGE,PRIVATE,,LAGUNA NIGUEL,MARINA VIEW PRESCHOOL AND KINDERGARTEN,10,100,0,0,0,0
7038631,ORANGE,PRIVATE,,COSTA MESA,MARINERS CHRISTIAN,52,83,8,0,10,0
6901714,ORANGE,PRIVATE,,LAGUNA NIGUEL,MCDOWELL SCHOOL CHILDREN'S CHOICE,22,86,5,0,9,0
6133615,ORANGE,PRIVATE,,ANAHEIM,MINARET ACADEMY,25,88,8,0,4,4
6965065,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,MISSION BASILICA SCHOOL,10,80,20,0,0,0
6203772,ORANGE,PRIVATE,,LAGUNA NIGUEL,MISSION LUTHERAN SCHOOL,35,69,0,3,29,0
7084379,ORANGE,PRIVATE,,MISSION VIEJO,MISSION VIEJO CHRISTIAN PRESCHOOL AND KINDERGARTEN,39,72,15,0,13,0
6133201,ORANGE,PRIVATE,,DANA POINT,MONARCH BAY MONTESSORI ACADEMY,18,83,0,0,17,0
6139943,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,MONTESSORI AT THE PARK,17,94,0,0,6,6
7091754,ORANGE,PRIVATE,,HUNTINGTON BEACH,MONTESSORI CHILD DEVELOPMENT CENTER,23,83,0,0,17,0
7002447,ORANGE,PRIVATE,,ANAHEIM,MONTESSORI EDUCATION CENTER,18,94,0,6,0,0
6993752,ORANGE,PRIVATE,,GARDEN GROVE,MONTESSORI GREENHOUSE SCHOOLS,27,93,4,0,4,0
6973671,ORANGE,PRIVATE,,ANAHEIM,MONTESSORI LEARNING CENTER,12,100,0,0,0,0
6962986,ORANGE,PRIVATE,,BREA,MONTESSORI OF BREA INC.,20,100,0,0,0,0
6202873,ORANGE,PRIVATE,,LADERA RANCH,MONTESSORI OF LADERA RANCH,49,94,0,0,6,0
7078629,ORANGE,PRIVATE,,LAKE FOREST,MONTESSORI ON THE LAKE,28,79,18,0,4,0
6139414,ORANGE,PRIVATE,,HUNTINGTON BEACH,MY FIRST MONTESSORI PRESCHOOL,18,44,44,0,11,0
7104722,ORANGE,PRIVATE,,IRVINE,"NEW HORIZON SCHOOL, IRVINE",40,98,3,0,0,0
7082183,ORANGE,PRIVATE,,TUSTIN,NEWPORT AVENUE PRESCHOOL AND KINDERGARTEN,10,100,0,0,0,0
6915581,ORANGE,PRIVATE,,NEWPORT BEACH,NEWPORT CHRISTIAN SCHOOL,12,67,25,0,8,0
6973515,ORANGE,PRIVATE,,NEWPORT BEACH,NEWPORT MONTESSORI,10,100,0,0,0,0
7094188,ORANGE,PRIVATE,,IRVINE,NORTHWOOD MONTESSORI SCHOOL OF IRVINE,25,84,16,0,0,0
6915565,ORANGE,PRIVATE,,ORANGE,OAKRIDGE PRIVATE,30,100,0,0,0,0
6997001,ORANGE,PRIVATE,,ANAHEIM,ORANGE COUNTY CHRISTIAN SCHOOL,24,100,0,0,0,0
6929780,ORANGE,PRIVATE,,GARDEN GROVE,ORANGE CRESCENT,28,79,21,0,0,0
6937346,ORANGE,PRIVATE,,GARDEN GROVE,ORANGEWOOD ACADEMY,22,77,9,0,14,14
6965073,ORANGE,PRIVATE,,SAN CLEMENTE,OUR LADY OF FATIMA PARISH SCHOOL,32,63,25,0,13,0
6965081,ORANGE,PRIVATE,,LA HABRA,OUR LADY OF GUADALUPE ELEMENTARY,20,70,15,15,0,0
6965107,ORANGE,PRIVATE,,NEWPORT BEACH,OUR LADY QUEEN OF ANGELS,47,89,9,0,2,0
7025448,ORANGE,PRIVATE,,SAN CLEMENTE,OUR SAVIOR'S LUTHERAN ELEMENTARY,18,83,0,0,17,17
6146583,ORANGE,PRIVATE,,CAPISTRANO BEACH,PALISADES UNITED METHODIST PRESCHOOL KINDERGARTEN,22,68,27,0,5,5
6965123,ORANGE,PRIVATE,,ANAHEIM,PRINCE OF PEACE LUTHERAN,14,100,0,0,0,0
7091515,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,R. S. M. MONTESSORI ELEMENTARY,20,100,0,0,0,0
6973721,ORANGE,PRIVATE,,TUSTIN,RED HILL LUTHERAN,68,93,1,0,6,0
6142426,ORANGE,PRIVATE,,COSTA MESA,RENASCENCE SCHOOL INTERNATIONAL,16,88,13,0,0,0
6204358,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,SADDLEBACK VALLEY CHRISTIAN,37,76,0,0,24,0
6965172,ORANGE,PRIVATE,,HUNTINGTON BEACH,SAINT BONAVENTURE SCHOOL,73,92,8,0,0,0
6965271,ORANGE,PRIVATE,,TUSTIN,SAINT JEANNE DE LESTONNAC SCHOOL,54,98,2,0,0,0
6956882,ORANGE,PRIVATE,,ORANGE,SALEM LUTHERAN,30,87,10,0,3,0
6987374,ORANGE,PRIVATE,,SANTA ANA,SANTA CLARA NURSERY SCHOOL,20,100,0,0,0,0
6130801,ORANGE,PRIVATE,,SANTA ANA,SCHOOL OF OUR LADY,31,87,13,0,0,0
7088842,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,SERRA CATHOLIC ELEMENTARY,82,91,0,0,9,0
6988240,ORANGE,PRIVATE,,FOUNTAIN VALLEY,SHORELINE CHRISTIAN SCHOOL,19,100,0,0,0,0
6132401,ORANGE,PRIVATE,,FOUNTAIN VALLEY,SLATER MONTESSORI ACADEMY,10,30,70,0,0,0
7026388,ORANGE,PRIVATE,,SANTA ANA,SOUTH COAST METRO CHILDREN'S VILLAGE,18,83,6,0,6,6
6965131,ORANGE,PRIVATE,,BREA,ST. ANGELA MERICI ELEMENTARY,17,100,0,0,0,0
6965149,ORANGE,PRIVATE,,SANTA ANA,ST. ANNE,57,89,11,0,0,0
7081334,ORANGE,PRIVATE,,LAGUNA NIGUEL,ST. ANNE SCHOOL,56,79,4,2,16,0
6965164,ORANGE,PRIVATE,,SANTA ANA,ST. BARBARA ELEMENTARY,42,95,5,0,0,0
6965214,ORANGE,PRIVATE,,LAGUNA BEACH,ST. CATHERINE OF SIENA PARISH SCHOOL,23,70,0,0,30,0
6965222,ORANGE,PRIVATE,,TUSTIN,ST. CECILIA ELEMENTARY,34,94,0,0,6,0
6965230,ORANGE,PRIVATE,,GARDEN GROVE,ST. COLUMBAN,71,100,0,0,0,0
6916142,ORANGE,PRIVATE,,DANA POINT,ST. EDWARD THE CONFESSOR PARISH SCHOOL,93,82,0,0,18,0
7098734,ORANGE,PRIVATE,,YORBA LINDA,ST. FRANCIS OF ASSISI,56,89,11,0,0,0
6965255,ORANGE,PRIVATE,,LOS ALAMITOS,ST. HEDWIG ELEMENTARY,33,100,0,0,0,0
6965263,ORANGE,PRIVATE,,CYPRESS,ST. IRENAEUS CATHOLIC ELEMENTARY,57,100,0,0,0,0
6965289,ORANGE,PRIVATE,,COSTA MESA,ST. JOACHIM,30,100,0,0,0,0
6965297,ORANGE,PRIVATE,,COSTA MESA,ST. JOHN THE BAPTIST ELEMENTARY,39,87,0,0,13,0
7038664,ORANGE,PRIVATE,,RANCHO SANTA MARGARITA,ST. JOHN'S EPISCOPAL,28,93,0,0,7,0
6965305,ORANGE,PRIVATE,,ORANGE,ST. JOHN'S LUTHERAN SCHOOL,75,95,0,0,5,4
6965313,ORANGE,PRIVATE,,PLACENTIA,ST. JOSEPH ELEMENTARY,31,90,6,0,3,0
