school_code,county,pub-priv,district,city,school_name,enrollment,up-to-date-percentage,conditional-percentage,medical-exemption-percentage,belief-exemption-percentage,religious-belief_exemption_percentage
6973739,ORANGE,PRIVATE,,SANTA ANA,ST. JOSEPH ELEMENTARY,54,87,13,0,0,0
6965321,ORANGE,PRIVATE,,FULLERTON,ST. JULIANA FALCONIERI,50,98,2,0,0,0
6973747,ORANGE,PRIVATE,,ANAHEIM,ST. JUSTIN MARTYR,23,100,0,0,0,0
6909469,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,ST. MARGARET'S EPISCOPAL SCHOOL,60,88,0,12,0,0
7085962,ORANGE,PRIVATE,,ALISO VIEJO,ST. MARY AND ALL ANGELS,55,87,0,0,13,2
6965354,ORANGE,PRIVATE,,ORANGE,ST. NORBERT CATHOLIC SCHOOL,26,100,0,0,0,0
6965362,ORANGE,PRIVATE,,ORANGE,ST. PAUL'S LUTHERAN,61,95,2,0,3,0
6965396,ORANGE,PRIVATE,,BUENA PARK,ST. PIUS V CATHOLIC SCHOOL,89,72,27,0,1,0
6965404,ORANGE,PRIVATE,,STANTON,ST. POLYCARP ELEMENTARY,25,96,0,0,4,0
6965248,ORANGE,PRIVATE,,HUNTINGTON BEACH,ST. SIMON AND ST. JUDE ELEMENTARY,66,85,8,3,5,0
6145668,ORANGE,PRIVATE,,FULLERTON,STEPPING STONES ACADEMY,30,100,0,0,0,0
6929855,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,STONEYBROOKE CHRISTIAN SCHOOLS,33,73,0,0,27,0
6973655,ORANGE,PRIVATE,,SANTA ANA,STORYBOOK PRESCHOOL & PRIVATE,20,100,0,0,0,0
7102221,ORANGE,PRIVATE,,MISSION VIEJO,SUNFLOWER MONTESSORI,12,58,0,0,42,0
6997415,ORANGE,PRIVATE,,SANTA ANA,SUNFLOWER PRESCHOOL & KINDERGARTEN,14,100,0,0,0,0
6149108,ORANGE,PRIVATE,,HUNTINGTON BEACH,SURF CITY CHRISTIAN CHILD DEVELOPMENT PRESCHOOL,11,82,18,0,0,0
6907539,ORANGE,PRIVATE,,IRVINE,TARBUT V'TORAH COMMUNITY DAY,46,87,0,0,13,0
7101900,ORANGE,PRIVATE,,ANAHEIM,THE ISLAMIC EDUCATION SCHOOL,12,100,0,0,0,0
7005853,ORANGE,PRIVATE,,HUNTINGTON BEACH,THE PEGASUS SCHOOL,60,78,15,2,5,0
6973804,ORANGE,PRIVATE,,ANAHEIM,TRINITY LUTHERAN CHRISTIAN,15,93,0,0,7,7
6911697,ORANGE,PRIVATE,,IRVINE,TURTLE ROCK PRIVATE KINDERGARTEN,28,100,0,0,0,0
7040751,ORANGE,PRIVATE,,IRVINE,UNIVERSITY MONTESSORI OF IRVINE,41,76,24,0,0,0
6201230,ORANGE,PRIVATE,,ALISO VIEJO,VANDAMME ACADEMY,15,100,0,0,0,0
6900443,ORANGE,PRIVATE,,IRVINE,VILLAGE MONTESSORI SCHOOL OF IRVINE,20,85,10,0,5,0
7059538,ORANGE,PRIVATE,,ANAHEIM,VINEYARD CHRISTIAN SCHOOL,19,84,0,0,16,0
7038680,ORANGE,PRIVATE,,COSTA MESA,WALDORF SCHOOL OF ORANGE COUNTY,33,52,0,0,48,0
7071509,ORANGE,PRIVATE,,IRVINE,WESTPARK MONTESSORI SCHOOL OF IRVINE,21,90,10,0,0,0
6965438,ORANGE,PRIVATE,,ANAHEIM,ZION LUTHERAN ELEMENTARY,16,100,0,0,0,0
6031009,PLACER,PUBLIC,ACKERMAN CHARTER,AUBURN,BOWMAN CHARTER,65,86,5,0,9,0
126664,PLACER,PUBLIC,AUBURN UNION ELEMENTARY,AUBURN,ALTA VISTA COMMUNITY CHARTER,23,87,13,0,0,0
6112700,PLACER,PUBLIC,AUBURN UNION ELEMENTARY,AUBURN,AUBURN ELEMENTARY,112,94,2,0,4,0
6031058,PLACER,PUBLIC,AUBURN UNION ELEMENTARY,AUBURN,ROCK CREEK ELEMENTARY,73,86,14,0,0,0
6109680,PLACER,PUBLIC,AUBURN UNION ELEMENTARY,AUBURN,SKYRIDGE ELEMENTARY,91,92,8,0,0,0
6031066,PLACER,PUBLIC,COLFAX ELEMENTARY,COLFAX,COLFAX ELEMENTARY,38,92,3,0,5,0
6109862,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ANTELOPE,ANTELOPE MEADOWS ELEMENTARY,109,89,2,0,9,5
111104,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ANTELOPE,BARRETT RANCH ELEMENTARY,116,79,9,0,12,0
6119887,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ROSEVILLE,COYOTE RIDGE ELEMENTARY,100,90,2,0,8,4
129080,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ROSEVILLE,CREEKVIEW RANCH,68,84,6,0,10,0
6108963,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ROSEVILLE,HERITAGE OAK ELEMENTARY,76,92,1,0,7,1
6115596,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ANTELOPE,OLIVE GROVE ELEMENTARY,66,79,2,0,20,6
6112403,PLACER,PUBLIC,DRY CREEK JOINT ELEMENTARY,ROSEVILLE,QUAIL GLEN ELEMENTARY,99,95,1,0,4,0
6031108,PLACER,PUBLIC,EUREKA UNION,GRANITE BAY,GREENHILLS ELEMENTARY,108,81,15,0,5,0
6113971,PLACER,PUBLIC,EUREKA UNION,ROSEVILLE,MAIDU ELEMENTARY,119,81,18,0,2,0
6109029,PLACER,PUBLIC,EUREKA UNION,GRANITE BAY,OAKHILLS ELEMENTARY,131,93,5,0,2,0
6031116,PLACER,PUBLIC,FORESTHILL UNION ELEMENTARY,FORESTHILL,FORESTHILL DIVIDE,44,77,0,0,23,18
6031124,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,FRANKLIN ELEMENTARY,35,94,3,0,3,0
6117824,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,H. CLARKE POWERS ELEMENTARY,42,90,2,0,7,0
121418,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,ROSEVILLE,JOHN ADAMS ACADEMY,154,82,0,0,18,5
117150,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,LOOMIS BASIN CHARTER,40,88,5,0,8,0
6031132,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,LOOMIS ELEMENTARY,55,95,0,0,5,0
6031165,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,NEWCASTLE,OPHIR ELEMENTARY,20,95,0,0,5,0
6031173,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,PENRYN,PENRYN ELEMENTARY,23,91,4,0,4,0
6031140,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,PLACER ELEMENTARY,69,97,1,0,1,0
120105,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,OLYMPIC VALLEY,CREEKSIDE CHARTER,19,63,0,0,37,0
121608,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,HARVEST RIDGE COOPERATIVE CHARTER PLACER ACADEMY,59,80,0,0,20,0
109827,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,NEWCASTLE CHARTER,51,82,0,0,18,2
127928,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,ROCKLIN,ROCKLIN ACADEMY GATEWAY,168,85,5,1,10,1
119214,PLACER,PUBLIC,PLACER COUNTY OFFICE OF EDUCATION,COLFAX,CORE PLACER CHARTER,32,72,0,0,28,28
3130259,PLACER,PUBLIC,PLACER COUNTY OFFICE OF EDUCATION,AUBURN,PLACER COUNTY COMMUNITY SCHOOLS,16,63,13,0,25,19
6111694,PLACER,PUBLIC,PLACER HILLS UNION ELEMENTARY,MEADOW VISTA,SIERRA HILLS ELEMENTARY,84,94,2,0,4,4
6110647,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,ANTELOPE CREEK ELEMENTARY,76,89,11,0,0,0
6111975,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,BREEN ELEMENTARY,67,91,4,0,4,0
6109870,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,COBBLESTONE ELEMENTARY,46,78,17,4,0,0
117879,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,MARIA MONTESSORI CHARTER ACADEMY,32,81,16,0,3,0
6031207,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,PARKER WHITNEY ELEMENTARY,55,89,0,0,11,0
6119853,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,ROCK CREEK ELEMENTARY,72,93,6,0,1,0
6118392,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,ROCKLIN ACADEMY,48,88,2,0,10,0
114371,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,ROCKLIN ACADEMY AT MEYERS STREET,24,96,0,0,4,0
6031215,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,ROCKLIN ELEMENTARY,47,91,6,0,2,2
108050,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,RUHKALA ELEMENTARY,43,91,5,0,5,0
6118533,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,SIERRA ELEMENTARY,67,93,7,0,0,0
121244,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,SUNSET RANCH ELEMENTARY,115,92,5,0,3,0
6115844,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,TWIN OAKS ELEMENTARY,51,86,0,0,14,0
6118517,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,VALLEY VIEW ELEMENTARY,47,87,13,0,0,0
102806,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,BLUE OAKS ELEMENTARY,96,91,9,0,0,0
6031280,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,BRADFORD WOODBRIDGE FUNDAMENTAL ELEMENTARY,67,97,3,0,0,0
6116099,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,CATHERYN GATES ELEMENTARY,79,91,6,0,3,3
6031231,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,CRESTMONT ELEMENTARY,91,89,11,0,0,0
3130234,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,DIAMOND CREEK ELEMENTARY,84,96,1,0,2,0
6109482,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,FERRIS SPANGER ELEMENTARY,94,94,6,0,0,0
127639,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,FIDDYMENT FARM,152,99,1,0,0,0
6031223,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,GEORGE CIRBY ELEMENTARY,82,98,0,0,2,2
6106108,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,GEORGE SARGEANT ELEMENTARY,95,95,3,0,2,2
116624,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,JUNCTION ELEMENTARY,115,97,0,0,3,3
3130242,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,STONERIDGE ELEMENTARY,98,96,2,0,2,2
102798,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,THOMAS JEFFERSON ELEMENTARY,110,97,3,0,0,0
6111959,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,VENCIL BROWN ELEMENTARY,74,96,3,0,1,1
6031256,PLACER,PUBLIC,ROSEVILLE CITY ELEMENTARY,ROSEVILLE,WILLIAM KASEBERG ELEMENTARY,69,91,7,1,0,0
3130192,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,TRUCKEE,COLD STREAM ALTERNATIVE,,,,,,
6113062,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,TRUCKEE,GLENSHIRE ELEMENTARY,104,84,8,0,9,1
6031306,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,KINGS BEACH,KINGS BEACH ELEMENTARY,80,93,5,0,3,0
121624,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,TRUCKEE,SIERRA EXPEDITIONARY LEARNING,22,77,5,0,18,5
6031314,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,TAHOE CITY,TAHOE LAKE ELEMENTARY,55,75,18,2,5,0
6031322,PLACER,PUBLIC,TAHOE-TRUCKEE UNIFIED,TRUCKEE,TRUCKEE ELEMENTARY,98,95,4,0,1,0
6085252,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,CARLIN C. COPPIN ELEMENTARY,89,93,4,0,2,1
6098610,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,CREEKSIDE OAKS ELEMENTARY,132,82,14,1,3,0
6117493,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,FIRST STREET,74,93,7,0,0,0
108514,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,FOSKETT RANCH ELEMENTARY,82,95,4,0,1,0
3130168,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,HORIZON CHARTER,71,66,0,1,32,0
113068,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,LINCOLN CROSSING ELEMENTARY,107,94,4,0,2,0
122507,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,PARTNERSHIPS FOR STUDENT-CENTERED LEARNING,49,63,2,0,35,12
106443,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,TWELVE BRIDGES ELEMENTARY,124,97,0,0,3,1
7103674,PLACER,PRIVATE,,ROSEVILLE,ADVENTURE CHRISTIAN,72,78,3,0,19,7
7089469,PLACER,PRIVATE,,LINCOLN,COMMUNITY CHRISTIAN SCHOOLS,,,,,,
6143317,PLACER,PRIVATE,,ROCKLIN,DESTINY CHRISTIAN,13,100,0,0,0,0
7083678,PLACER,PRIVATE,,ROSEVILLE,GRANITE BAY MONTESSORI,24,50,38,0,13,0
7002611,PLACER,PRIVATE,,ROSEVILLE,MERRYHILL SCHOOL - ROSEVILLE,20,70,25,0,5,0
7083942,PLACER,PRIVATE,,ROSEVILLE,ROSEVILLE COMMUNITY,10,50,0,0,50,0
6976096,PLACER,PRIVATE,,ROSEVILLE,ST. ALBANS COUNTRY DAY SCHOOL,24,96,0,4,0,0
6976104,PLACER,PRIVATE,,AUBURN,ST. JOSEPH CATHOLIC SCHOOL,25,96,0,0,4,0
6966030,PLACER,PRIVATE,,ROSEVILLE,ST. ROSE ELEMENTARY,28,89,4,0,7,0
6110308,PLUMAS,PUBLIC,PLUMAS UNIFIED,PORTOLA,C. ROY CARMICHAEL ELEMENTARY,50,94,6,0,0,0
6031413,PLUMAS,PUBLIC,PLUMAS UNIFIED,CHESTER,CHESTER ELEMENTARY,31,87,0,0,13,0
6031421,PLUMAS,PUBLIC,PLUMAS UNIFIED,GREENVILLE,INDIAN VALLEY ELEMENTARY,23,87,0,0,13,0
3230083,PLUMAS,PUBLIC,PLUMAS UNIFIED,QUINCY,PLUMAS CHARTER,17,71,0,0,29,0
6031470,PLUMAS,PUBLIC,PLUMAS UNIFIED,QUINCY,QUINCY ELEMENTARY,61,85,3,5,7,0
6134837,PLUMAS,PRIVATE,,TAYLORSVILLE,TAYLORSVILLE SCHOOL HOUSE,,,,,,
6031496,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,ALLAN ORRENMAA ELEMENTARY,86,86,12,0,2,0
6031512,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,ARLANZA ELEMENTARY,81,96,2,0,1,0
6031520,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,COLLETT ELEMENTARY,75,97,3,0,0,0
6031538,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,FOOTHILL ELEMENTARY,98,95,5,0,0,0
6031546,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,LA GRANADA ELEMENTARY,101,95,3,0,2,0
113605,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,LAKE HILLS ELEMENTARY,141,97,0,0,3,0
6031553,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,MYRA LINN ELEMENTARY,79,97,1,0,1,0
113597,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,PHILLIP M. STOKOE ELEMENTARY,114,96,3,0,2,0
6107304,RIVERSIDE,PUBLIC,ALVORD UNIFIED,CORONA,PROMENADE ELEMENTARY,93,95,5,0,0,0
6116339,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,ROSEMARY KENNEDY ELEMENTARY,77,100,0,0,0,0
6106074,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,S. CHRISTA MCAULIFFE ELEMENTARY,120,98,2,0,0,0
6031579,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,TERRACE ELEMENTARY,109,97,3,0,0,0
6031587,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,TWINHILL ELEMENTARY,76,97,3,0,0,0
6108104,RIVERSIDE,PUBLIC,ALVORD UNIFIED,RIVERSIDE,VALLEY VIEW ELEMENTARY,98,95,3,0,2,0
6031603,RIVERSIDE,PUBLIC,BANNING UNIFIED,CABAZON,CABAZON ELEMENTARY,38,89,8,3,0,0
6031611,RIVERSIDE,PUBLIC,BANNING UNIFIED,BANNING,CENTRAL ELEMENTARY,122,100,0,0,0,0
6031629,RIVERSIDE,PUBLIC,BANNING UNIFIED,BANNING,HEMMERLING ELEMENTARY,107,96,3,0,1,0
6031637,RIVERSIDE,PUBLIC,BANNING UNIFIED,BANNING,HOFFER ELEMENTARY,85,96,1,0,0,0
116947,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,ANNA HAUSE ELEMENTARY,141,97,0,0,3,2
102749,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,BROOKSIDE ELEMENTARY,107,94,5,1,0,0
6031660,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,PALM ELEMENTARY,139,94,4,0,1,0
101006,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,SUNDANCE ELEMENTARY,147,97,3,0,0,0
3331089,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,THREE RINGS RANCH ELEMENTARY,123,94,6,0,0,0
113936,RIVERSIDE,PUBLIC,BEAUMONT UNIFIED,BEAUMONT,TOURNAMENT HILLS ELEMENTARY,178,100,0,0,0,0
3330834,RIVERSIDE,PUBLIC,CALIFORNIA SCHOOL FOR THE DEAF-RIVERSIDE -STATE SPECIAL SCHL-,RIVERSIDE,CALIFORNIA SCHOOL FOR THE DEAF-RIVERSIDE,11,82,0,9,9,0
6108906,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,CESAR CHAVEZ ELEMENTARY,162,99,0,0,0,0
112649,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,CORAL MOUNTAIN ACADEMY,132,100,0,0,0,0
6032833,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,THERMAL,JOHN KELLEY ELEMENTARY,95,97,2,0,1,0
100248,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,THERMAL,LAS PALMITAS ELEMENTARY,99,97,3,0,0,0
6032254,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,MECCA,MECCA ELEMENTARY,132,100,0,0,0,0
6117774,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,INDIO,MOUNTAIN VISTA ELEMENTARY,171,98,0,0,2,1
6032361,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,THERMAL,OASIS ELEMENTARY,113,100,0,0,0,0
6031702,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,PALM VIEW ELEMENTARY,95,100,0,0,0,0
6031710,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,PETER PENDLETON ELEMENTARY,104,99,1,0,0,0
6114789,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,MECCA,SAUL MARTINEZ ELEMENTARY,183,99,1,0,0,0
6032379,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,SALTON CITY,SEA VIEW ELEMENTARY,69,97,0,0,1,1
6031694,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,VALLE DEL SOL ELEMENTARY,123,99,0,0,1,0
6031728,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,VALLEY VIEW ELEMENTARY,135,100,0,0,0,0
6032841,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,THERMAL,WESTSIDE ELEMENTARY,95,99,1,0,0,0
6116404,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,BENJAMIN FRANKLIN ELEMENTARY,99,98,1,0,1,0
6114151,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,CESAR CHAVEZ ACADEMY,53,94,6,0,0,0
100974,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,EASTVALE,CLARA BARTON ELEMENTARY,81,100,0,0,0,0
6120364,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,CORONA RANCH ELEMENTARY,128,96,2,0,2,0
6031751,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,CORONITA ELEMENTARY,84,99,0,0,1,0
113647,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,DR. BERNICE JAMESON TODD ELEMENTARY,106,96,1,0,3,0
105791,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,DWIGHT D. EISENHOWER ELEMENTARY,110,98,0,2,0,0
110643,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,EASTVALE,EASTVALE ELEMENTARY,169,96,1,1,2,0
6107668,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,FOOTHILL ELEMENTARY,128,95,1,0,4,1
6031785,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,GARRETSON ELEMENTARY,145,98,2,0,0,0
6031793,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,NORCO,GEORGE WASHINGTON ELEMENTARY,131,98,1,0,2,1
105809,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,EASTVALE,HARADA ELEMENTARY,156,93,4,0,3,1
6031801,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,NORCO,HIGHLAND ELEMENTARY,71,94,1,0,4,0
6031819,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,HOME GARDENS ACADEMY,114,99,0,0,1,0
6031827,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,JEFFERSON ELEMENTARY,98,99,0,1,0,0
6031736,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,JOHN ADAMS ELEMENTARY,130,97,1,2,0,0
6084669,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,JOHN STALLINGS ELEMENTARY,82,100,0,0,0,0
6031835,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,LINCOLN ALTERNATIVE ELEMENTARY,111,90,9,0,1,0
119321,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,JURUPA VALLEY,LOUIS VANDERMOLEN FUNDAMENTAL ELEMENTARY,117,92,8,0,0,0
6031843,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,NORCO,NORCO ELEMENTARY,59,97,2,0,2,2
6120372,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,ORANGE ELEMENTARY,68,84,9,0,7,7
6031850,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,PARKRIDGE ELEMENTARY,129,98,2,0,0,0
6107676,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,PRADO VIEW ELEMENTARY,102,96,1,1,2,0
6031868,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,NORCO,RIVERVIEW ELEMENTARY,33,100,0,0,0,0
131607,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,EASTVALE,RONALD REAGAN ELEMENTARY,214,87,12,0,0,0
113654,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,ROSA PARKS ELEMENTARY,203,98,1,0,0,0
6031876,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,NORCO,SIERRA VISTA ELEMENTARY,53,98,0,0,2,0
6112957,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,SUSAN B. ANTHONY ELEMENTARY,114,93,1,0,6,4
100982,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,TEMESCAL VALLEY ELEMENTARY,114,96,3,0,1,0
6031884,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,VICENTIA ELEMENTARY,70,96,4,0,0,0
6110589,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,WILLIAM MCKINLEY ELEMENTARY,83,84,16,0,0,0
6117998,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,WOODROW WILSON ELEMENTARY,98,91,5,2,2,0
6031926,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,PALM DESERT,ABRAHAM LINCOLN ELEMENTARY,106,95,4,0,1,0
6118863,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,AMELIA EARHART ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,132,98,0,1,2,0
6031934,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,ANDREW JACKSON ELEMENTARY,115,98,1,1,0,0
107961,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,LA QUINTA,BENJAMIN FRANKLIN ELEMENTARY,80,96,3,0,1,0
108464,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,CARRILLO RANCH ELEMENTARY,95,96,4,0,0,0
100164,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,DR. REYNALDO J. CARREON JR. ACADEMY,117,98,2,0,0,0
6031942,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,DWIGHT EISENHOWER ELEMENTARY,95,97,3,0,0,0
6031959,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,PALM DESERT,GEORGE WASHINGTON CHARTER,152,92,2,1,5,0
6109789,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIAN WELLS,GERALD R. FORD ELEMENTARY,124,94,0,6,0,0
6106082,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,LA QUINTA,HARRY S. TRUMAN ELEMENTARY,108,92,0,0,8,0
6031967,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,HERBERT HOOVER ELEMENTARY,101,100,0,0,0,0
6113880,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,PALM DESERT,JAMES EARL CARTER ELEMENTARY,99,94,3,0,3,0
6108955,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,INDIO,JAMES MADISON ELEMENTARY,103,99,0,0,0,0
