"2015-16 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 10 or more students enrolled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL*,,PME**,,PBE§ ,,HCP-COUNSELED PBE§§ ,,RELIGIOUS PBE§§§ ,,OVER-DUE §§§§,,DTP††  ^,,POLIO¥ ^,,MMR‡  ^,,HEPB§ ^,,VAR¶ ^,,REPORTED¶¶
6027379,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PALM LANE ELEMENTARY,130,126,97,4,3,0,0,0,0,0,0,0,0,0,0,126,97,128,98,129,99,129,99,129,99,Y
0121053,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PONDEROSA ELEMENTARY,148,144,97,4,3,0,0,0,0,0,0,0,0,0,0,145,98,146,99,147,99,147,99,148,100,Y
6027239,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PRICE -ADELAIDE- ELEMENTARY,129,127,98,2,2,0,0,0,0,0,0,0,0,0,0,127,98,127,98,127,98,129,100,129,100,Y
6027395,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,REVERE -PAUL- ELEMENTARY,155,147,95,8,5,0,0,0,0,0,0,0,0,0,0,151,97,148,95,153,99,152,98,155,100,Y
6027411,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,ROOSEVELT -THEODORE- ELEMENTARY,66,65,98,1,2,0,0,0,0,0,0,0,0,0,0,65,98,66,100,65,98,66,100,66,100,Y
6027270,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,ROSS -BETSY- ELEMENTARY,126,123,98,2,2,0,0,1,1,1,1,0,0,0,0,124,98,125,99,125,99,124,98,125,99,Y
6027247,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,STODDARD -ALEXANDER J.- ELEMENTARY,82,80,98,1,1,0,0,1,1,1,1,0,0,0,0,80,98,80,98,81,99,81,99,81,99,Y
6027403,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,SUNKIST ELEMENTARY,122,121,99,1,1,0,0,0,0,0,0,0,0,0,0,122,100,122,100,121,99,122,100,122,100,Y
6116123,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,WESTMONT ELEMENTARY,88,84,95,4,5,0,0,0,0,0,0,0,0,0,0,84,95,88,100,88,100,87,99,88,100,Y
6027445,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,AROVISTA ELEMENTARY,68,62,91,4,6,0,0,2,3,2,3,0,0,0,0,64,94,64,94,63,93,65,96,66,97,Y
6101901,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,BREA COUNTRY HILLS ELEMENTARY,80,78,98,1,1,0,0,1,1,1,1,0,0,0,0,79,99,79,99,79,99,78,98,79,99,Y
6027452,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,LAUREL ELEMENTARY,39,35,90,1,3,1,3,2,5,2,5,0,0,0,0,35,90,35,90,35,90,36,92,36,92,Y
6027460,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,MARIPOSA ELEMENTARY,83,82,99,0,0,0,0,1,1,1,1,0,0,0,0,82,99,82,99,82,99,82,99,82,99,Y
6027478,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,OLINDA ELEMENTARY,76,76,100,0,0,0,0,0,0,0,0,0,0,0,0,76,100,76,100,76,100,76,100,76,100,Y
6068571,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,WILLIAM E. FANNING ELEMENTARY,52,50,96,1,2,0,0,1,2,1,2,0,0,0,0,50,96,51,98,51,98,50,96,51,98,Y
6027486,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,ARTHUR F. COREY ELEMENTARY,99,99,100,0,0,0,0,0,0,0,0,0,0,0,0,99,100,99,100,99,100,99,100,99,100,Y
6027494,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,CARL E. GILBERT ELEMENTARY,89,84,94,5,6,0,0,0,0,0,0,0,0,0,0,87,98,87,98,88,99,87,98,89,100,Y
6027510,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,CHARLES G. EMERY ELEMENTARY,98,98,100,0,0,0,0,0,0,0,0,0,0,0,0,98,100,98,100,98,100,98,100,98,100,Y
6027536,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,GORDON H. BEATTY ELEMENTARY,104,103,99,1,1,0,0,0,0,0,0,0,0,0,0,103,99,103,99,103,99,103,99,104,100,Y
6027569,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,JAMES A. WHITAKER ELEMENTARY,73,72,99,1,1,0,0,0,0,0,0,0,0,0,0,72,99,73,100,72,99,72,99,73,100,Y
6027577,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,MABEL L. PENDLETON ELEMENTARY,60,59,98,0,0,0,0,1,2,1,2,0,0,0,0,59,98,59,98,59,98,59,98,59,98,Y
6110852,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,ARROYO VISTA ELEMENTARY,78,71,91,1,1,0,0,6,8,6,8,0,0,0,0,72,92,72,92,72,92,71,91,72,92,Y
6111793,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,BATHGATE ELEMENTARY,114,103,90,2,2,0,0,9,8,9,8,0,0,0,0,105,92,104,91,105,92,104,91,105,92,Y
0100735,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,CANYON VISTA ELEMENTARY,78,77,99,1,1,0,0,0,0,0,0,0,0,0,0,77,99,77,99,77,99,77,99,77,99,Y
0106765,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,CAPISTRANO CONNECTIONS ACADEMY,94,80,85,1,1,1,1,12,13,1,1,11,12,0,0,80,85,80,85,80,85,80,85,80,85,Y
6098495,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CARL HANKEY ELEMENTARY,51,46,90,3,6,0,0,2,4,2,4,0,0,0,0,47,92,47,92,48,94,49,96,49,96,Y
6089452,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CASTILLE ELEMENTARY,95,87,92,1,1,0,0,7,7,7,7,0,0,0,0,87,92,87,92,87,92,88,93,88,93,Y
6118947,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,CHAPARRAL ELEMENTARY,125,107,86,8,6,0,0,10,8,10,8,0,0,0,0,113,90,113,90,113,90,114,91,114,91,Y
6111819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CLARENCE LOBO ELEMENTARY,53,49,92,2,4,0,0,2,4,2,4,0,0,0,0,49,92,49,92,49,92,50,94,51,96,Y
0123729,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,COMMUNITY ROOTS ACADEMY,89,72,81,2,2,0,0,15,17,14,16,1,1,0,0,73,82,73,82,73,82,73,82,72,81,Y
6027585,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CONCORDIA ELEMENTARY,91,73,80,3,3,0,0,15,16,15,16,0,0,0,0,76,84,74,81,75,82,74,81,75,82,Y
6027593,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,CROWN VALLEY ELEMENTARY,85,53,62,31,36,0,0,1,1,0,0,1,1,0,0,60,71,67,79,83,98,83,98,83,98,Y
6094619,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,DEL OBISPO ELEMENTARY,53,43,81,3,6,0,0,7,13,4,8,3,6,0,0,43,81,44,83,43,81,46,87,46,87,Y
6117634,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,DON JUAN AVILA ELEMENTARY,135,120,89,6,4,9,7,0,0,0,0,0,0,0,0,122,90,120,89,124,92,123,91,125,93,Y
6108740,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,GEORGE WHITE ELEMENTARY,130,116,89,0,0,0,0,14,11,14,11,0,0,0,0,116,89,116,89,116,89,116,89,116,89,Y
6097398,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,HAROLD AMBUEHL ELEMENTARY,60,52,87,2,3,0,0,6,10,4,7,2,3,0,0,54,90,54,90,54,90,52,87,54,90,Y
6111801,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,HIDDEN HILLS ELEMENTARY,55,48,87,7,13,0,0,0,0,0,0,0,0,0,0,49,89,49,89,48,87,51,93,53,96,Y
6111827,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,JOHN MALCOM ELEMENTARY,81,70,86,3,4,1,1,7,9,7,9,0,0,0,0,73,90,73,90,71,88,72,89,73,90,Y
6117758,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,JOURNEY,88,34,39,2,2,1,1,51,58,49,56,2,2,0,0,34,39,36,41,35,40,36,41,36,41,Y
6117733,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,KINOSHITA ELEMENTARY,133,119,89,12,9,0,0,2,2,2,2,0,0,0,0,121,91,126,95,121,91,131,99,131,99,Y
0100909,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,LADERA RANCH ELEMENTARY,131,108,82,0,0,2,2,21,16,21,16,0,0,0,0,108,82,108,82,108,82,108,82,108,82,Y
6120281,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,LAGUNA NIGUEL ELEMENTARY,72,65,90,0,0,1,1,6,8,6,8,0,0,0,0,65,90,65,90,65,90,65,90,65,90,Y
6114516,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,LAS FLORES ELEMENTARY,110,93,85,7,6,0,0,10,9,10,9,0,0,0,0,93,85,99,90,100,91,100,91,100,91,Y
6027601,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,LAS PALMAS ELEMENTARY,155,136,88,9,6,0,0,10,6,10,6,0,0,0,0,143,92,143,92,143,92,143,92,144,93,Y
6118954,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,MARBLEHEAD ELEMENTARY,90,68,76,16,18,0,0,6,7,6,7,0,0,0,0,71,79,77,86,74,82,79,88,84,93,Y
6106801,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,MARIAN BERGESON ELEMENTARY,96,84,88,0,0,8,8,0,0,0,0,0,0,4,4,84,88,84,88,84,88,84,88,84,88,Y
6095087,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,MOULTON ELEMENTARY,119,103,87,5,4,0,0,11,9,11,9,0,0,0,0,106,89,106,89,106,89,106,89,108,91,Y
6113344,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,OAK GROVE ELEMENTARY,94,90,96,3,3,1,1,0,0,0,0,0,0,0,0,92,98,92,98,92,98,92,98,93,99,Y
0108704,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,OSO GRANDE ELEMENTARY,161,148,92,6,4,1,1,6,4,6,4,0,0,0,0,152,94,153,95,153,95,149,93,153,95,Y
0124743,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,OXFORD PREPARATORY ACADEMY - SOUTH ORANGE COUNTY,100,77,77,1,1,0,0,22,22,21,21,1,1,0,0,78,78,78,78,78,78,77,77,78,78,Y
6027627,ORANGE,PUBLIC,CAPISTRANO UNIFIED,CAPISTRANO BEACH,PALISADES ELEMENTARY,105,85,81,9,9,0,0,11,10,9,9,2,2,0,0,92,88,91,87,92,88,91,87,85,81,Y
6109474,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,PHILIP J. REILLY ELEMENTARY SPECIAL EDUCATION,93,84,90,3,3,0,0,6,6,1,1,5,5,0,0,85,91,84,90,86,92,87,94,87,94,Y
6027635,ORANGE,PUBLIC,CAPISTRANO UNIFIED,DANA POINT,RICHARD HENRY DANA ELEMENTARY,41,41,100,0,0,0,0,0,0,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,Y
6117881,ORANGE,PUBLIC,CAPISTRANO UNIFIED,DANA POINT,RICHARD HENRY DANA EXCEPTIONAL NEEDS,11,10,91,0,0,0,0,1,9,1,9,0,0,0,0,10,91,10,91,10,91,10,91,10,91,Y
6027643,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,SAN JUAN ELEMENTARY,148,139,94,2,1,0,0,7,5,7,5,0,0,0,0,140,95,140,95,139,94,140,95,140,95,Y
6117741,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,TIJERAS CREEK ELEMENTARY,78,64,82,8,10,1,1,5,6,0,0,5,6,0,0,65,83,67,86,65,83,69,88,70,90,Y
6106819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,TRUMAN BENEDICT ELEMENTARY,119,93,78,4,3,1,1,20,17,11,9,9,8,1,1,96,81,96,81,96,81,94,79,97,82,Y
6068589,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,VIEJO ELEMENTARY,96,86,90,0,0,1,1,9,9,5,5,4,4,0,0,86,90,86,90,86,90,86,90,86,90,Y
0100883,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,VISTA DEL MAR ELEMENTARY,151,127,84,10,7,2,1,12,8,12,8,0,0,0,0,130,86,128,85,128,85,132,87,132,87,Y
6114524,ORANGE,PUBLIC,CAPISTRANO UNIFIED,COTO DE CAZA,WAGON WHEEL ELEMENTARY,64,54,84,0,0,0,0,10,16,7,11,3,5,0,0,54,84,54,84,54,84,54,84,54,84,Y
6111835,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,WOOD CANYON ELEMENTARY,66,49,74,15,23,2,3,0,0,0,0,0,0,0,0,54,82,53,80,56,85,58,88,61,92,Y
6027668,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,BUENA TERRA ELEMENTARY,63,60,95,3,5,0,0,0,0,0,0,0,0,0,0,60,95,60,95,63,100,62,98,63,100,Y
6027676,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,CENTRALIA ELEMENTARY,70,69,99,1,1,0,0,0,0,0,0,0,0,0,0,69,99,69,99,69,99,70,100,70,100,Y
6027684,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,DANBROOK ELEMENTARY,103,99,96,4,4,0,0,0,0,0,0,0,0,0,0,99,96,103,100,102,99,103,100,103,100,Y
6027692,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,GEORGE B. MILLER ELEMENTARY,76,75,99,1,1,0,0,0,0,0,0,0,0,0,0,76,100,76,100,75,99,76,100,76,100,Y
6027700,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,GLEN H. DYSINGER SR. ELEMENTARY,64,62,97,2,3,0,0,0,0,0,0,0,0,0,0,62,97,63,98,63,98,63,98,64,100,Y
6066823,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,LOS COYOTES ELEMENTARY,67,66,99,1,1,0,0,0,0,0,0,0,0,0,0,66,99,67,100,67,100,67,100,67,100,Y
6027734,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,RAYMOND TEMPLE ELEMENTARY,123,117,95,5,4,0,0,1,1,0,0,1,1,0,0,117,95,117,95,118,96,120,98,121,98,Y
6027742,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,SAN MARINO ELEMENTARY,79,78,99,0,0,0,0,0,0,0,0,0,0,1,1,78,99,78,99,78,99,78,99,78,99,Y
6027767,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,A. E. ARNOLD ELEMENTARY,97,93,96,4,4,0,0,0,0,0,0,0,0,0,0,95,98,96,99,95,98,97,100,97,100,Y
6027791,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,CLARA J. KING ELEMENTARY,92,88,96,3,3,0,0,1,1,1,1,0,0,0,0,88,96,89,97,88,96,91,99,91,99,Y
6027833,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,FRANK VESSELS ELEMENTARY,80,77,96,3,4,0,0,0,0,0,0,0,0,0,0,77,96,78,98,77,96,79,99,80,100,Y
6027841,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,JULIET MORRIS ELEMENTARY,80,78,98,2,3,0,0,0,0,0,0,0,0,0,0,79,99,79,99,79,99,80,100,79,99,Y
6027858,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,MARGARET LANDELL ELEMENTARY,126,126,100,0,0,0,0,0,0,0,0,0,0,0,0,126,100,126,100,126,100,126,100,126,100,Y
6027874,ORANGE,PUBLIC,CYPRESS ELEMENTARY,LA PALMA,STEVE LUTHER ELEMENTARY,66,60,91,6,9,0,0,0,0,0,0,0,0,0,0,61,92,63,95,63,95,64,97,64,97,Y
6094635,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COURREGES -ROCH- ELEMENTARY,107,106,99,0,0,0,0,1,1,1,1,0,0,0,0,106,99,106,99,106,99,106,99,106,99,Y
6066922,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COX -JAMES H.- ELEMENTARY,114,113,99,0,0,0,0,1,1,1,1,0,0,0,0,113,99,113,99,113,99,113,99,113,99,Y
6027973,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,GISLER -ROBERT- ELEMENTARY,86,81,94,2,2,0,0,3,3,3,3,0,0,0,0,82,95,83,97,82,95,83,97,83,97,Y
6027999,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,NEWLAND -WILLIAM T.- ELEMENTARY,82,74,90,0,0,2,2,6,7,6,7,0,0,0,0,74,90,74,90,74,90,74,90,74,90,Y
6068605,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,OKA -ISOJIRO- ELEMENTARY,60,55,92,3,5,0,0,2,3,1,2,1,2,0,0,55,92,58,97,57,95,58,97,58,97,Y
6085278,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,PLAVAN -URBAIN H.- ELEMENTARY,82,82,100,0,0,0,0,0,0,0,0,0,0,0,0,82,100,82,100,82,100,82,100,82,100,Y
6027924,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,TAMURA -HISAMATSU- ELEMENTARY,96,94,98,0,0,0,0,2,2,2,2,0,0,0,0,94,98,94,98,94,98,94,98,94,98,Y
6028005,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ACACIA ELEMENTARY,96,93,97,0,0,0,0,3,3,3,3,0,0,0,0,93,97,93,97,93,97,93,97,93,97,Y
6028013,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,BEECHWOOD ELEMENTARY,99,97,98,0,0,0,0,2,2,1,1,1,1,0,0,97,98,97,98,97,98,97,98,97,98,Y
6028021,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,COMMONWEALTH ELEMENTARY,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,Y
6028039,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,FERN DRIVE ELEMENTARY,95,87,92,3,3,0,0,5,5,5,5,0,0,0,0,87,92,88,93,90,95,88,93,90,95,Y
6028054,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,GOLDEN HILL ELEMENTARY,97,94,97,0,0,0,0,3,3,3,3,0,0,0,0,94,97,94,97,94,97,94,97,94,97,Y
6028062,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,HERMOSA DRIVE ELEMENTARY,43,40,93,0,0,1,2,2,5,2,5,0,0,0,0,40,93,40,93,40,93,40,93,40,93,Y
6028088,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,LAGUNA ROAD ELEMENTARY,87,85,98,0,0,0,0,2,2,1,1,1,1,0,0,85,98,85,98,85,98,85,98,85,98,Y
6113617,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,MAPLE ELEMENTARY,41,41,100,0,0,0,0,0,0,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,Y
6028112,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ORANGETHORPE ELEMENTARY,102,100,98,2,2,0,0,0,0,0,0,0,0,0,0,100,98,100,98,100,98,101,99,102,100,Y
6028120,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,PACIFIC DRIVE ELEMENTARY,94,88,94,1,1,0,0,5,5,2,2,3,3,0,0,88,94,89,95,89,95,89,95,89,95,Y
6028138,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RAYMOND ELEMENTARY,82,79,96,0,0,0,0,3,4,3,4,0,0,0,0,79,96,79,96,79,96,79,96,79,96,Y
6028146,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RICHMAN ELEMENTARY,142,140,99,0,0,0,0,2,1,0,0,2,1,0,0,140,99,140,99,140,99,140,99,140,99,Y
0102582,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROBERT C. FISLER ELEMENTARY,81,81,100,0,0,0,0,0,0,0,0,0,0,0,0,81,100,81,100,81,100,81,100,81,100,Y
6028153,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROLLING HILLS ELEMENTARY,95,87,92,3,3,0,0,5,5,5,5,0,0,0,0,90,95,90,95,90,95,87,92,90,95,Y
6028161,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,SUNSET LANE ELEMENTARY,140,135,96,1,1,0,0,4,3,4,3,0,0,0,0,135,96,136,97,136,97,136,97,136,97,Y
6028179,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,VALENCIA PARK ELEMENTARY,77,76,99,0,0,0,0,1,1,0,0,1,1,0,0,76,99,76,99,76,99,76,99,76,99,Y
6028195,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,WOODCREST ELEMENTARY,57,53,93,4,7,0,0,0,0,0,0,0,0,0,0,54,95,55,96,56,98,55,96,57,100,Y
6028211,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,A. J. COOK ELEMENTARY,47,47,100,0,0,0,0,0,0,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,Y
6028229,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,AGNES WARE STANLEY ELEMENTARY,46,44,96,2,4,0,0,0,0,0,0,0,0,0,0,44,96,45,98,46,100,45,98,46,100,Y
6028252,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BROOKHURST ELEMENTARY,77,75,97,1,1,0,0,1,1,0,0,1,1,0,0,76,99,75,97,75,97,76,99,76,99,Y
6028260,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BRYANT ELEMENTARY,100,98,98,2,2,0,0,0,0,0,0,0,0,0,0,99,99,99,99,98,98,100,100,100,100,Y
6028278,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,C. C. VIOLETTE ELEMENTARY,78,78,100,0,0,0,0,0,0,0,0,0,0,0,0,78,100,78,100,78,100,78,100,78,100,Y
6028294,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,CLINTON ELEMENTARY,95,95,100,0,0,0,0,0,0,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,Y
6028310,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,DWIGHT D. EISENHOWER ELEMENTARY,110,109,99,1,1,0,0,0,0,0,0,0,0,0,0,109,99,109,99,109,99,110,100,110,100,Y
6028328,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EARL WARREN ELEMENTARY,95,95,100,0,0,0,0,0,0,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,Y
6028336,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,EDWARD RUSSELL ELEMENTARY,111,109,98,2,2,0,0,0,0,0,0,0,0,0,0,111,100,110,99,111,100,110,99,111,100,Y
6028500,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ENDERS ELEMENTARY,76,73,96,0,0,0,0,3,4,0,0,3,4,0,0,73,96,73,96,73,96,73,96,73,96,Y
6028344,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ERNEST O. LAWRENCE ELEMENTARY,97,93,96,4,4,0,0,0,0,0,0,0,0,0,0,93,96,93,96,93,96,97,100,97,100,Y
6028369,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,ETHAN B. ALLEN ELEMENTARY,54,51,94,3,6,0,0,0,0,0,0,0,0,0,0,52,96,52,96,51,94,54,100,53,98,Y
6028377,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ETHEL M. EVANS ELEMENTARY,69,68,99,1,1,0,0,0,0,0,0,0,0,0,0,69,100,68,99,69,100,69,100,69,100,Y
6028385,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EXCELSIOR ELEMENTARY,69,67,97,2,3,0,0,0,0,0,0,0,0,0,0,68,99,69,100,69,100,69,100,68,99,Y
6028393,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,FAYLANE ELEMENTARY,71,71,100,0,0,0,0,0,0,0,0,0,0,0,0,71,100,71,100,71,100,71,100,71,100,Y
6028401,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GARDEN PARK ELEMENTARY,32,28,88,2,6,0,0,2,6,2,6,0,0,0,0,28,88,30,94,30,94,30,94,30,94,Y
6028419,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GENEVIEVE M. CROSBY ELEMENTARY,64,63,98,1,2,0,0,0,0,0,0,0,0,0,0,63,98,63,98,63,98,63,98,63,98,Y
6028435,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GILBERT ELEMENTARY,86,84,98,1,1,0,0,1,1,0,0,1,1,0,0,84,98,84,98,85,99,84,98,85,99,Y
6028443,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,HERITAGE ELEMENTARY,80,79,99,1,1,0,0,0,0,0,0,0,0,0,0,80,100,80,100,80,100,79,99,80,100,Y
6028518,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,JOHN MARSHALL ELEMENTARY,59,56,95,2,3,0,0,1,2,0,0,1,2,0,0,56,95,57,97,57,97,57,97,57,97,Y
6028526,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,JOHN MURDY ELEMENTARY,59,56,95,3,5,0,0,0,0,0,0,0,0,0,0,57,97,57,97,56,95,59,100,59,100,Y
