"2015-16 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 10 or more students enrolled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL*,,PME**,,PBE§ ,,HCP-COUNSELED PBE§§ ,,RELIGIOUS PBE§§§ ,,OVER-DUE §§§§,,DTP††  ^,,POLIO¥ ^,,MMR‡  ^,,HEPB§ ^,,VAR¶ ^,,REPORTED¶¶
6089338,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,RANCHO LAS POSITAS ELEMENTARY,121,118,98,1,1,0,0,2,2,2,2,0,0,0,0,119,98,118,98,119,98,119,98,119,98,Y
6097661,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,SUNSET ELEMENTARY,115,109,95,0,0,1,1,5,4,5,4,0,0,0,0,109,95,109,95,109,95,109,95,109,95,Y
6001572,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,ALVARADO ELEMENTARY,134,133,99,1,1,0,0,0,0,0,0,0,0,0,0,134,100,133,99,134,100,134,100,133,99,Y
6118525,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,DELAINE EASTIN ELEMENTARY,152,151,99,1,1,0,0,0,0,0,0,0,0,0,0,152,100,151,99,151,99,152,100,151,99,Y
6115554,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,GUY JR. EMANUELE ELEMENTARY,108,107,99,0,0,0,0,1,1,1,1,0,0,0,0,107,99,107,99,107,99,107,99,107,99,Y
6001606,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,HAYWARD,HILLVIEW CREST ELEMENTARY,120,120,100,0,0,0,0,0,0,0,0,0,0,0,0,120,100,120,100,120,100,120,100,120,100,Y
6101604,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,PIONEER ELEMENTARY,162,162,100,0,0,0,0,0,0,0,0,0,0,0,0,162,100,162,100,162,100,162,100,162,100,Y
6001622,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,SEARLES ELEMENTARY,151,151,100,0,0,0,0,0,0,0,0,0,0,0,0,151,100,151,100,151,100,151,100,151,100,Y
6115505,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,TOM KITAYAMA ELEMENTARY,151,150,99,0,0,1,1,0,0,0,0,0,0,0,0,150,99,150,99,150,99,150,99,150,99,Y
6001440,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,AUGUST SCHILLING ELEMENTARY,57,56,98,1,2,0,0,0,0,0,0,0,0,0,0,56,98,57,100,57,100,57,100,57,100,Y
0130484,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,CROSSROADS HIGH -ALTERNATIVE-,,,,,,,,,,,,,,,,,,,,,,,,,,N
6001457,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,E. L. MUSICK ELEMENTARY,66,66,100,0,0,0,0,0,0,0,0,0,0,0,0,66,100,66,100,66,100,66,100,66,100,Y
6001473,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,H. A. SNOW ELEMENTARY,52,51,98,0,0,1,2,0,0,0,0,0,0,0,0,51,98,51,98,51,98,51,98,51,98,Y
6001481,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JAMES A. GRAHAM ELEMENTARY,58,57,98,0,0,1,2,0,0,0,0,0,0,0,0,57,98,57,98,57,98,57,98,57,98,Y
6001499,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JAMES L. BUNKER ELEMENTARY,82,81,99,0,0,0,0,1,1,1,1,0,0,0,0,81,99,81,99,81,99,81,99,81,99,Y
6001507,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JOHN F. KENNEDY ELEMENTARY,48,47,98,1,2,0,0,0,0,0,0,0,0,0,0,47,98,47,98,48,100,47,98,47,98,Y
6001523,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,LINCOLN ELEMENTARY,85,83,98,2,2,0,0,0,0,0,0,0,0,0,0,83,98,83,98,84,99,85,100,85,100,Y
6001531,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,LOUIS MILANI ELEMENTARY,37,33,89,4,11,0,0,0,0,0,0,0,0,0,0,35,95,35,95,34,92,35,95,36,97,Y
0111476,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACHIEVE ACADEMY,141,133,94,8,6,0,0,0,0,0,0,0,0,0,0,134,95,134,95,137,97,136,96,140,99,Y
6002273,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACORN WOODLAND ELEMENTARY,52,52,100,0,0,0,0,0,0,0,0,0,0,0,0,52,100,52,100,52,100,52,100,52,100,Y
6001630,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ALLENDALE ELEMENTARY,81,79,98,2,2,0,0,0,0,0,0,0,0,0,0,80,99,81,100,80,99,80,99,81,100,Y
0114363,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,42,38,90,4,10,0,0,0,0,0,0,0,0,0,0,40,95,39,93,42,100,41,98,42,100,Y
6118608,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASCEND,48,44,92,4,8,0,0,0,0,0,0,0,0,0,0,45,94,45,94,44,92,45,94,45,94,Y
0109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,63,61,97,1,2,1,2,0,0,0,0,0,0,0,0,61,97,61,97,61,97,62,98,62,98,Y
0128413,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE COLLEGE ACADEMY,48,47,98,1,2,0,0,0,0,0,0,0,0,0,0,47,98,47,98,48,100,48,100,48,100,Y
0120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,22,22,100,0,0,0,0,0,0,0,0,0,0,0,0,22,100,22,100,22,100,22,100,22,100,Y
6117568,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE MONARCH ACADEMY,66,62,94,4,6,0,0,0,0,0,0,0,0,0,0,62,94,64,97,63,95,66,100,66,100,Y
0130732,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE TRIUMPH TECHNOLOGY ACADEMY,45,45,100,0,0,0,0,0,0,0,0,0,0,0,0,45,100,45,100,45,100,45,100,45,100,Y
6001655,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BELLA VISTA ELEMENTARY,97,93,96,4,4,0,0,0,0,0,0,0,0,0,0,94,97,94,97,95,98,96,99,96,99,Y
6002075,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BRIDGES ACADEMY,114,108,95,6,5,0,0,0,0,0,0,0,0,0,0,109,96,112,98,112,98,110,96,114,100,Y
6001663,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BROOKFIELD ELEMENTARY,79,77,97,2,3,0,0,0,0,0,0,0,0,0,0,77,97,79,100,79,100,79,100,79,100,Y
6001689,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BURCKHALTER ELEMENTARY,55,51,93,0,0,0,0,0,0,0,0,0,0,4,7,51,93,51,93,51,93,51,93,51,93,Y
6001697,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CARL B. MUNCK ELEMENTARY,49,47,96,2,4,0,0,0,0,0,0,0,0,0,0,47,96,47,96,48,98,47,96,49,100,Y
0131672,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CASTLEMONT PRIMARY ACADEMY,47,43,91,4,9,0,0,0,0,0,0,0,0,0,0,46,98,43,91,46,98,47,100,46,98,Y
6001648,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CHABOT ELEMENTARY,89,85,96,2,2,0,0,2,2,2,2,0,0,0,0,87,98,87,98,87,98,85,96,87,98,Y
6001739,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CLEVELAND ELEMENTARY,72,68,94,2,3,1,1,1,1,1,1,0,0,0,0,70,97,70,97,70,97,68,94,70,97,Y
0115204,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,COMMUNITY UNITED ELEMENTARY,72,71,99,1,1,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,71,99,72,100,Y
0114454,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CONSERVATORY OF VOCAL INSTRUMENTAL ARTS,21,21,100,0,0,0,0,0,0,0,0,0,0,0,0,21,100,21,100,21,100,21,100,21,100,Y
6001754,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CROCKER HIGHLANDS ELEMENTARY,76,72,95,2,3,0,0,1,1,1,1,0,0,1,1,74,97,74,97,74,97,72,95,74,97,Y
0100123,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EAST OAKLAND LEADERSHIP ACADEMY,15,13,87,0,0,0,0,2,13,1,7,1,7,0,0,13,87,13,87,13,87,13,87,13,87,Y
0115600,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EAST OAKLAND PRIDE ELEMENTARY,71,71,100,0,0,0,0,0,0,0,0,0,0,0,0,71,100,71,100,71,100,71,100,71,100,Y
6001812,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EMERSON ELEMENTARY,80,78,98,0,0,0,0,2,3,2,3,0,0,0,0,78,98,78,98,78,98,78,98,78,98,Y
0102988,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ENCOMPASS ACADEMY ELEMENTARY,61,61,100,0,0,0,0,0,0,0,0,0,0,0,0,61,100,61,100,61,100,61,100,61,100,Y
6002190,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ESPERANZA ELEMENTARY,65,63,97,2,3,0,0,0,0,0,0,0,0,0,0,63,97,64,98,65,100,64,98,65,100,Y
6001820,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRANKLIN ELEMENTARY,138,132,96,5,4,0,0,0,0,0,0,0,0,1,1,135,98,135,98,136,99,135,98,137,99,Y
0112813,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRED T. KOREMATSU DISCOVERY ACADEMY,76,76,100,0,0,0,0,0,0,0,0,0,0,0,0,76,100,76,100,76,100,76,100,76,100,Y
6001838,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRUITVALE ELEMENTARY,72,69,96,3,4,0,0,0,0,0,0,0,0,0,0,70,97,71,99,72,100,71,99,72,100,Y
0115576,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FUTURES ELEMENTARY,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,Y
6001846,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GARFIELD ELEMENTARY,144,143,99,1,1,0,0,0,0,0,0,0,0,0,0,144,100,144,100,144,100,143,99,144,100,Y
6001853,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLENVIEW ELEMENTARY,91,89,98,1,1,0,0,0,0,0,0,0,0,1,1,90,99,90,99,89,98,90,99,90,99,Y
0115584,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLOBAL FAMILY,94,92,98,2,2,0,0,0,0,0,0,0,0,0,0,92,98,94,100,94,100,94,100,94,100,Y
6001879,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GRASS VALLEY ELEMENTARY,65,64,98,0,0,0,0,0,0,0,0,0,0,1,2,64,98,64,98,64,98,64,98,64,98,Y
0115618,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GREENLEAF ELEMENTARY,94,93,99,1,1,0,0,0,0,0,0,0,0,0,0,93,99,94,100,94,100,94,100,94,100,Y
6001911,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HILLCREST ELEMENTARY,51,50,98,0,0,0,0,0,0,0,0,0,0,1,2,50,98,50,98,50,98,50,98,50,98,Y
6057046,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOOVER ELEMENTARY,53,51,96,2,4,0,0,0,0,0,0,0,0,0,0,51,96,51,96,51,96,51,96,53,100,Y
6001929,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HORACE MANN ELEMENTARY,90,86,96,4,4,0,0,0,0,0,0,0,0,0,0,87,97,89,99,88,98,88,98,90,100,Y
6001713,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOWARD ELEMENTARY,43,41,95,0,0,0,0,0,0,0,0,0,0,2,5,41,95,41,95,41,95,41,95,41,95,Y
6114011,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,"INDEPENDENT STUDY, SOJOURNER TRUTH",,,,,,,,,,,,,,,,,,,,,,,,,,N
6118616,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,INTERNATIONAL COMMUNITY,48,47,98,0,0,0,0,0,0,0,0,0,0,1,2,47,98,47,98,47,98,47,98,47,98,Y
6001945,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,JOAQUIN MILLER ELEMENTARY,75,74,99,1,1,0,0,0,0,0,0,0,0,0,0,75,100,75,100,75,100,74,99,75,100,Y
6001895,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KAISER ELEMENTARY,47,46,98,1,2,0,0,0,0,0,0,0,0,0,0,47,100,46,98,47,100,46,98,47,100,Y
6096523,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LA ESCUELITA ELEMENTARY,74,71,96,2,3,0,0,0,0,0,0,0,0,1,1,72,97,73,99,72,97,73,99,73,99,Y
6001978,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LAFAYETTE ELEMENTARY,25,24,96,0,0,0,0,0,0,0,0,0,0,1,4,24,96,24,96,24,96,24,96,24,96,Y
6001994,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LAUREL ELEMENTARY,120,118,98,0,0,0,0,0,0,0,0,0,0,2,2,118,98,118,98,118,98,118,98,118,98,Y
0115592,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LEARNING WITHOUT LIMITS,72,70,97,0,0,2,3,0,0,0,0,0,0,0,0,70,97,70,97,70,97,70,97,70,97,Y
0130633,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LIGHTHOUSE COMMUNITY CHARTER,48,48,100,0,0,0,0,0,0,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,Y
6002018,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LINCOLN ELEMENTARY,120,120,100,0,0,0,0,0,0,0,0,0,0,0,0,120,100,120,100,120,100,120,100,120,100,Y
6002182,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MADISON PARK ACADEMY TK-5,62,59,95,1,2,0,0,0,0,0,0,0,0,2,3,60,97,60,97,59,95,60,97,60,97,Y
6002042,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA COMMUNITY,87,85,98,1,1,0,0,1,1,1,1,0,0,0,0,85,98,86,99,86,99,85,98,86,99,Y
0110247,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA SEED,101,99,98,1,1,0,0,0,0,0,0,0,0,1,1,100,99,100,99,100,99,99,98,100,99,Y
6002059,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MARKHAM ELEMENTARY,92,90,98,2,2,0,0,0,0,0,0,0,0,0,0,90,98,92,100,92,100,92,100,92,100,Y
6072235,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,"MARTIN LUTHER KING, JR. ELEMENTARY",58,56,97,1,2,0,0,0,0,0,0,0,0,1,2,56,97,56,97,56,97,56,97,57,98,Y
6118640,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MELROSE LEADERSHIP ACADEMY,97,89,92,3,3,0,0,3,3,3,3,0,0,2,2,90,93,90,93,90,93,90,93,92,95,Y
6002083,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MONTCLAIR ELEMENTARY,124,123,99,0,0,0,0,0,0,0,0,0,0,1,1,123,99,123,99,123,99,123,99,123,99,Y
6001903,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,NEW HIGHLAND ACADEMY,69,69,100,0,0,0,0,0,0,0,0,0,0,0,0,69,100,69,100,69,100,69,100,69,100,Y
6117972,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,NORTH OAKLAND COMMUNITY CHARTER,22,21,95,0,0,0,0,1,5,1,5,0,0,0,0,21,95,21,95,21,95,21,95,21,95,Y
6002091,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PARKER ELEMENTARY,56,56,100,0,0,0,0,0,0,0,0,0,0,0,0,56,100,56,100,56,100,56,100,56,100,Y
6002109,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PERALTA ELEMENTARY,56,52,93,2,4,0,0,2,4,2,4,0,0,0,0,54,96,54,96,54,96,52,93,54,96,Y
6002117,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PIEDMONT AVENUE ELEMENTARY,58,55,95,2,3,0,0,0,0,0,0,0,0,1,2,57,98,57,98,56,97,56,97,57,98,Y
6002125,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PREPARATORY LITERARY ACADEMY OF CULTURAL EXCELLENCE,44,43,98,0,0,0,0,0,0,0,0,0,0,1,2,43,98,43,98,43,98,43,98,43,98,Y
0110239,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REACH ACADEMY,81,77,95,2,2,0,0,0,0,0,0,0,0,2,2,78,96,78,96,78,96,78,96,79,98,Y
6002141,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REDWOOD HEIGHTS ELEMENTARY,50,47,94,2,4,0,0,1,2,1,2,0,0,0,0,49,98,49,98,49,98,47,94,49,98,Y
0110262,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,RISE COMMUNITY,61,59,97,2,3,0,0,0,0,0,0,0,0,0,0,59,97,61,100,61,100,61,100,61,100,Y
0161259,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ROSES AND CONCRETE COMMUNITY SCHOOL,45,41,91,0,0,0,0,4,9,3,7,1,2,0,0,41,91,41,91,41,91,41,91,41,91,Y
0110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,57,54,95,1,2,0,0,1,2,0,0,1,2,1,2,54,95,55,96,55,96,55,96,55,96,Y
6002174,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SEQUOIA ELEMENTARY,94,92,98,1,1,0,0,1,1,1,1,0,0,0,0,93,99,93,99,93,99,92,98,93,99,Y
0100792,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THINK COLLEGE NOW,46,45,98,1,2,0,0,0,0,0,0,0,0,0,0,45,98,46,100,46,100,45,98,46,100,Y
6002216,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THORNHILL ELEMENTARY,94,92,98,1,1,0,0,1,1,1,1,0,0,0,0,93,99,93,99,93,99,92,98,93,99,Y
0123711,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,VINCENT ACADEMY,67,67,100,0,0,0,0,0,0,0,0,0,0,0,0,67,100,67,100,67,100,67,100,67,100,Y
6002281,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,BEACH ELEMENTARY,37,35,95,2,5,0,0,0,0,0,0,0,0,0,0,37,100,37,100,36,97,35,95,37,100,Y
6002299,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,HAVENS ELEMENTARY,60,56,93,1,2,0,0,3,5,3,5,0,0,0,0,56,93,56,93,57,95,57,95,57,95,Y
6002307,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,WILDWOOD ELEMENTARY,38,36,95,2,5,0,0,0,0,0,0,0,0,0,0,37,97,37,97,36,95,37,97,38,100,Y
6002315,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,ALISAL ELEMENTARY,101,98,97,1,1,0,0,2,2,2,2,0,0,0,0,99,98,99,98,99,98,98,97,99,98,Y
6001366,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,DONLON ELEMENTARY,123,117,95,4,3,0,0,2,2,2,2,0,0,0,0,119,97,120,98,120,98,120,98,121,98,Y
6002323,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,FAIRLANDS ELEMENTARY,150,142,95,4,3,2,1,0,0,0,0,0,0,2,1,145,97,144,96,146,97,144,96,146,97,Y
6114318,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,HENRY P. MOHR ELEMENTARY,97,96,99,0,0,0,0,0,0,0,0,0,0,1,1,96,99,96,99,96,99,96,99,96,99,Y
6001416,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,LYDIKSEN ELEMENTARY,100,96,96,2,2,0,0,2,2,2,2,0,0,0,0,98,98,98,98,98,98,96,96,98,98,Y
6117600,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,PHOEBE APPERSON HEARST ELEMENTARY,93,90,97,2,2,0,0,1,1,1,1,0,0,0,0,92,99,92,99,91,98,91,98,92,99,Y
6002349,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VALLEY VIEW ELEMENTARY,125,120,96,0,0,0,0,3,2,3,2,0,0,2,2,120,96,120,96,120,96,120,96,120,96,Y
6089361,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VINTAGE HILLS ELEMENTARY,119,117,98,0,0,0,0,2,2,2,2,0,0,0,0,117,98,117,98,117,98,117,98,117,98,Y
6002356,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,WALNUT GROVE ELEMENTARY,116,114,98,0,0,1,1,0,0,0,0,0,0,1,1,114,98,114,98,114,98,114,98,114,98,Y
6002372,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,GARFIELD ELEMENTARY,67,65,97,2,3,0,0,0,0,0,0,0,0,0,0,65,97,66,99,65,97,66,99,66,99,Y
6002398,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,JEFFERSON ELEMENTARY,97,96,99,1,1,0,0,0,0,0,0,0,0,0,0,96,99,96,99,96,99,96,99,96,99,Y
6002414,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MADISON ELEMENTARY,81,80,99,0,0,0,0,1,1,0,0,1,1,0,0,80,99,80,99,80,99,80,99,80,99,Y
6002422,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MCKINLEY ELEMENTARY,102,101,99,1,1,0,0,0,0,0,0,0,0,0,0,101,99,101,99,101,99,102,100,102,100,Y
6002430,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MONROE ELEMENTARY,52,51,98,1,2,0,0,0,0,0,0,0,0,0,0,51,98,51,98,51,98,52,100,52,100,Y
6002448,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,ROOSEVELT ELEMENTARY,77,75,97,0,0,0,0,2,3,1,1,1,1,0,0,75,97,75,97,75,97,75,97,75,97,Y
6002455,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WASHINGTON ELEMENTARY,68,65,96,1,1,0,0,2,3,0,0,2,3,0,0,66,97,66,97,66,97,65,96,66,97,Y
6002463,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WILSON ELEMENTARY,105,101,96,2,2,0,0,2,2,1,1,1,1,0,0,101,96,103,98,103,98,103,98,103,98,Y
6002505,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,BAY ELEMENTARY,82,78,95,2,2,0,0,2,2,2,2,0,0,0,0,80,98,80,98,78,95,80,98,80,98,Y
6002521,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,COLONIAL ACRES ELEMENTARY,95,92,97,2,2,0,0,0,0,0,0,0,0,1,1,93,98,94,99,94,99,93,98,94,99,Y
6002539,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,CORVALLIS ELEMENTARY,74,73,99,1,1,0,0,0,0,0,0,0,0,0,0,74,100,74,100,73,99,74,100,74,100,Y
6002547,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DAYTON ELEMENTARY,75,74,99,1,1,0,0,0,0,0,0,0,0,0,0,74,99,74,99,75,100,74,99,75,100,Y
6002554,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DEL REY ELEMENTARY,79,79,100,0,0,0,0,0,0,0,0,0,0,0,0,79,100,79,100,79,100,79,100,79,100,Y
6002604,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,GRANT ELEMENTARY,60,59,98,0,0,0,0,1,2,1,2,0,0,0,0,59,98,59,98,59,98,59,98,59,98,Y
6002612,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,HESPERIAN ELEMENTARY,109,109,100,0,0,0,0,0,0,0,0,0,0,0,0,109,100,109,100,109,100,109,100,109,100,Y
6002620,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,HILLSIDE ELEMENTARY,86,81,94,4,5,1,1,0,0,0,0,0,0,0,0,82,95,85,99,85,99,83,97,85,99,Y
6002653,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,LORENZO MANOR ELEMENTARY,104,104,100,0,0,0,0,0,0,0,0,0,0,0,0,104,100,104,100,104,100,104,100,104,100,Y
6002711,ALAMEDA,PUBLIC,SUNOL GLEN UNIFIED,SUNOL,SUNOL GLEN ELEMENTARY,37,33,89,1,3,0,0,3,8,0,0,3,8,0,0,34,92,34,92,33,89,34,92,34,92,Y
7082266,ALAMEDA,PRIVATE,,OAKLAND,ACTS CHRISTIAN ACADEMY,30,30,100,0,0,0,0,0,0,0,0,0,0,0,0,30,100,30,100,30,100,30,100,30,100,Y
6965909,ALAMEDA,PRIVATE,,HAYWARD,ALL SAINTS CATHOLIC SCHOOL,27,25,93,1,4,0,0,0,0,0,0,0,0,1,4,26,96,25,93,26,96,25,93,26,96,Y
6135743,ALAMEDA,PRIVATE,,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,20,19,95,0,0,0,0,1,5,0,0,1,5,0,0,19,95,19,95,19,95,19,95,19,95,Y
6972574,ALAMEDA,PRIVATE,,SAN LEANDRO,ASSUMPTION,29,29,100,0,0,0,0,0,0,0,0,0,0,0,0,29,100,29,100,29,100,29,100,29,100,Y
7071632,ALAMEDA,PRIVATE,,OAKLAND,AURORA SCHOOL,23,19,83,1,4,0,0,3,13,3,13,0,0,0,0,20,87,20,87,19,83,20,87,20,87,Y
